PQID,CMT,UNM,CAT,Year,Month,Day
76696,3,Björn Antonsson,O,2013,2,11
68580,2,Patrik Nordwall,O,2013,2,12
68555,1,Patrik Nordwall,O,2013,2,13
68556,3,Patrik Nordwall,O,2013,2,13
68570,1,Patrik Nordwall,O,2013,2,13
68549,2,Endre Sándor Varga,O,2013,2,15
76690,1,Björn Antonsson,O,2013,2,15
76691,6,Roland Kuhn,O,2013,2,15
68547,1,Rich Dougherty,O,2013,2,16
68545,1,Patrik Nordwall,O,2013,2,17
68492,1,Björn Antonsson,O,2013,2,18
68513,1,Rich Dougherty,O,2013,2,18
68526,1,Viktor Klang (√),O,2013,2,18
68527,1,Patrik Nordwall,O,2013,2,18
68528,1,Patrik Nordwall,O,2013,2,18
68530,1,Rich Dougherty,O,2013,2,18
68537,1,Viktor Klang (√),O,2013,2,18
68539,1,Björn Antonsson,O,2013,2,18
68540,1,Björn Antonsson,O,2013,2,18
68541,1,Patrik Nordwall,O,2013,2,18
76683,1,Endre Sándor Varga,O,2013,2,18
76687,2,Endre Sándor Varga,O,2013,2,18
68498,1,Rich Dougherty,O,2013,2,19
68517,1,Björn Antonsson,O,2013,2,19
76681,1,Patrik Nordwall,O,2013,2,19
76682,1,Patrik Nordwall,O,2013,2,19
76684,2,Björn Antonsson,O,2013,2,19
76685,1,Rich Dougherty,O,2013,2,19
76686,1,Patrik Nordwall,O,2013,2,19
68483,1,Björn Antonsson,O,2013,2,20
68487,1,Patrik Nordwall,O,2013,2,20
68493,1,Patrik Nordwall,O,2013,2,20
68494,1,Björn Antonsson,O,2013,2,20
68496,1,Patrik Nordwall,O,2013,2,20
68497,1,Patrik Nordwall,O,2013,2,20
68500,1,Patrik Nordwall,O,2013,2,20
68501,1,Patrik Nordwall,O,2013,2,20
68504,1,Björn Antonsson,O,2013,2,20
68506,1,Patrik Nordwall,O,2013,2,20
68507,1,Patrik Nordwall,O,2013,2,20
68509,1,Patrik Nordwall,O,2013,2,20
68511,1,Patrik Nordwall,O,2013,2,20
76679,1,Endre Sándor Varga,O,2013,2,20
76680,1,Patrik Nordwall,O,2013,2,20
68481,1,Patrik Nordwall,O,2013,2,21
68485,1,Patrik Nordwall,O,2013,2,21
68488,1,Endre Sándor Varga,O,2013,2,21
68489,1,Patrik Nordwall,O,2013,2,21
68490,5,Björn Antonsson,O,2013,2,21
76677,1,Patrik Nordwall,O,2013,2,21
68465,2,Roland Kuhn,O,2013,2,22
68466,1,Endre Sándor Varga,O,2013,2,22
68468,1,Patrik Nordwall,O,2013,2,22
68469,2,Roland Kuhn,O,2013,2,22
68471,1,Endre Sándor Varga,O,2013,2,22
68472,1,Patrik Nordwall,O,2013,2,22
68473,1,Björn Antonsson,O,2013,2,22
68474,2,Roland Kuhn,O,2013,2,22
68475,1,Endre Sándor Varga,O,2013,2,22
68477,1,Endre Sándor Varga,O,2013,2,22
68478,2,Mathias,O,2013,2,22
68482,1,Björn Antonsson,O,2013,2,22
76675,1,Patrik Nordwall,O,2013,2,22
76676,1,Patrik Nordwall,O,2013,2,22
92369,33,Patrik Nordwall,M,2013,2,22
68462,1,Rich Dougherty,O,2013,2,24
68447,1,Björn Antonsson,O,2013,2,25
68449,1,Viktor Klang (√),O,2013,2,25
68451,1,Roland Kuhn,O,2013,2,25
68453,1,Viktor Klang (√),O,2013,2,25
68455,1,Viktor Klang (√),O,2013,2,25
68456,1,Viktor Klang (√),O,2013,2,25
68458,1,Endre Sándor Varga,O,2013,2,25
68461,1,Endre Sándor Varga,O,2013,2,25
76673,1,Endre Sándor Varga,O,2013,2,25
76674,1,Endre Sándor Varga,O,2013,2,25
92421,1,Endre Sándor Varga,M,2013,2,25
68445,1,Björn Antonsson,O,2013,2,26
68446,1,Björn Antonsson,O,2013,2,26
76672,1,Johannes Rudolph,O,2013,2,26
92206,9,Viktor Klang (√),M,2013,2,26
92215,10,Rich Dougherty,M,2013,2,26
68286,1,Björn Antonsson,O,2013,2,27
68431,1,Björn Antonsson,O,2013,2,27
68441,1,Roland Kuhn,O,2013,2,27
76668,1,Björn Antonsson,O,2013,2,27
76671,1,Rich Dougherty,O,2013,2,27
92388,17,Björn Antonsson,M,2013,2,27
68438,1,Endre Sándor Varga,O,2013,2,28
68443,4,Endre Sándor Varga,O,2013,2,28
76667,1,Endre Sándor Varga,O,2013,2,28
92227,9,drewhk,M,2013,2,28
92345,19,Roland Kuhn,M,2013,2,28
92228,4,drewhk,M,2013,3,1
68376,8,Roland Kuhn,O,2013,3,4
68426,1,Patrik Nordwall,O,2013,3,4
68430,1,Viktor Klang (√),O,2013,3,4
68419,3,Roland Kuhn,O,2013,3,5
68422,1,Patrik Nordwall,O,2013,3,5
68424,1,Patrik Nordwall,O,2013,3,5
68425,1,Patrik Nordwall,O,2013,3,5
68410,1,Roland Kuhn,O,2013,3,6
68414,1,Patrik Nordwall,O,2013,3,6
68416,1,Viktor Klang (√),O,2013,3,6
68420,3,Patrik Nordwall,O,2013,3,6
76666,2,Björn Antonsson,O,2013,3,6
68313,7,Viktor Klang (√),O,2013,3,7
68398,1,Patrik Nordwall,O,2013,3,7
68400,1,Björn Antonsson,O,2013,3,7
68403,1,Patrik Nordwall,O,2013,3,7
68406,1,Patrik Nordwall,O,2013,3,7
76664,2,Björn Antonsson,O,2013,3,8
68395,1,Patrik Nordwall,O,2013,3,11
68396,1,Viktor Klang (√),O,2013,3,11
76663,2,Patrik Nordwall,O,2013,3,11
76665,3,Patrik Nordwall,O,2013,3,11
76660,1,Roland Kuhn,O,2013,3,12
76661,1,Roland Kuhn,O,2013,3,12
76658,1,Patrik Nordwall,O,2013,3,13
76659,1,Björn Antonsson,O,2013,3,13
68366,1,Patrik Nordwall,O,2013,3,14
68371,1,Viktor Klang (√),O,2013,3,14
68372,1,Roland Kuhn,O,2013,3,14
68374,1,Roland Kuhn,O,2013,3,14
68377,1,Viktor Klang (√),O,2013,3,14
68378,1,Viktor Klang (√),O,2013,3,14
68379,1,Viktor Klang (√),O,2013,3,14
68363,1,Björn Antonsson,O,2013,3,15
68368,1,Roland Kuhn,O,2013,3,15
68385,2,Endre Sándor Varga,O,2013,3,15
76657,1,Björn Antonsson,O,2013,3,15
68356,1,Roland Kuhn,O,2013,3,18
68358,1,Roland Kuhn,O,2013,3,18
68359,1,Björn Antonsson,O,2013,3,18
68361,1,Björn Antonsson,O,2013,3,18
92389,21,Björn Antonsson,M,2013,3,18
68341,1,Rich Dougherty,O,2013,3,19
68351,1,Rich Dougherty,O,2013,3,19
68353,1,Patrik Nordwall,O,2013,3,19
68354,1,Patrik Nordwall,O,2013,3,19
68347,1,Björn Antonsson,O,2013,3,20
68348,1,Björn Antonsson,O,2013,3,20
68343,1,Björn Antonsson,O,2013,3,21
68345,1,Björn Antonsson,O,2013,3,21
68349,3,Björn Antonsson,O,2013,3,21
68320,1,Viktor Klang (√),O,2013,3,22
68340,1,Patrik Nordwall,O,2013,3,22
68389,3,Endre Sándor Varga,O,2013,3,22
68336,2,Björn Antonsson,O,2013,3,24
68337,2,Patrik Nordwall,O,2013,3,24
68331,1,Björn Antonsson,O,2013,3,25
68333,1,Patrik Nordwall,O,2013,3,25
68334,1,Roland Kuhn,O,2013,3,25
92346,12,Roland Kuhn,M,2013,3,25
68324,1,Endre Sándor Varga,O,2013,3,26
68326,1,Patrik Nordwall,O,2013,3,26
68329,1,Björn Antonsson,O,2013,3,26
68318,7,Mathias,O,2013,3,27
68322,1,Patrik Nordwall,O,2013,3,27
92216,5,Rich Dougherty,M,2013,3,27
92370,28,Patrik Nordwall,M,2013,3,27
92422,6,Endre Sándor Varga,M,2013,3,27
68316,2,Viktor Klang (√),O,2013,3,28
92207,12,Viktor Klang (√),M,2013,3,28
68304,1,Viktor Klang (√),O,2013,3,29
68306,1,Viktor Klang (√),O,2013,3,29
68307,1,Viktor Klang (√),O,2013,3,29
68309,1,Viktor Klang (√),O,2013,3,29
68310,13,Viktor Klang (√),O,2013,3,29
68303,1,Viktor Klang (√),O,2013,3,30
68300,2,Roland Kuhn,O,2013,4,1
68297,1,Patrik Nordwall,O,2013,4,2
68294,1,Viktor Klang (√),O,2013,4,3
68295,1,Johannes Rudolph,O,2013,4,3
68284,1,Patrik Nordwall,O,2013,4,4
68287,1,Björn Antonsson,O,2013,4,4
68291,1,Patrik Nordwall,O,2013,4,4
68276,1,Mathias,O,2013,4,5
68277,1,Patrik Nordwall,O,2013,4,5
68279,1,Patrik Nordwall,O,2013,4,5
68280,1,Viktor Klang (√),O,2013,4,5
68282,1,Björn Antonsson,O,2013,4,5
68283,1,Patrik Nordwall,O,2013,4,5
68267,1,Viktor Klang (√),O,2013,4,7
68255,1,Roland Kuhn,O,2013,4,8
68256,1,Roland Kuhn,O,2013,4,8
68257,1,Viktor Klang (√),O,2013,4,8
68258,1,Patrik Nordwall,O,2013,4,8
68259,1,Viktor Klang (√),O,2013,4,8
68261,1,Patrik Nordwall,O,2013,4,8
68262,1,Patrik Nordwall,O,2013,4,8
68264,1,Patrik Nordwall,O,2013,4,8
68245,1,Viktor Klang (√),O,2013,4,9
68247,1,Viktor Klang (√),O,2013,4,9
68249,1,Patrik Nordwall,O,2013,4,9
68251,1,Viktor Klang (√),O,2013,4,9
68253,2,Endre Sándor Varga,O,2013,4,9
68254,1,Björn Antonsson,O,2013,4,9
68298,4,Johannes Rudolph,O,2013,4,9
68238,1,Patrik Nordwall,O,2013,4,10
68240,1,Björn Antonsson,O,2013,4,10
68244,1,Patrik Nordwall,O,2013,4,10
92417,2,Mathias,M,2013,4,10
68236,1,Viktor Klang (√),O,2013,4,11
68241,3,Mathias,O,2013,4,11
68269,71,Viktor Klang (√),O,2013,4,11
68233,2,Endre Sándor Varga,O,2013,4,12
92423,1,Endre Sándor Varga,M,2013,4,12
68228,1,Roland Kuhn,O,2013,4,13
68230,1,Roland Kuhn,O,2013,4,13
68232,1,Roland Kuhn,O,2013,4,13
68226,1,Roland Kuhn,O,2013,4,14
68250,1,Patrik Nordwall,O,2013,4,14
68275,2,Patrik Nordwall,O,2013,4,14
68252,7,Johannes Rudolph,O,2013,4,15
68223,1,Roland Kuhn,O,2013,4,16
68220,1,Patrik Nordwall,O,2013,4,17
68221,1,Patrik Nordwall,O,2013,4,17
68222,1,Patrik Nordwall,O,2013,4,17
68207,1,Endre Sándor Varga,O,2013,4,18
68209,1,Patrik Nordwall,O,2013,4,18
68210,1,Patrik Nordwall,O,2013,4,18
68212,1,Viktor Klang (√),O,2013,4,18
68213,1,Viktor Klang (√),O,2013,4,18
68215,1,Patrik Nordwall,O,2013,4,18
68217,1,Patrik Nordwall,O,2013,4,18
68218,1,Björn Antonsson,O,2013,4,18
68224,3,Endre Sándor Varga,O,2013,4,18
68198,1,Endre Sándor Varga,O,2013,4,19
68200,1,Roland Kuhn,O,2013,4,19
68204,5,Endre Sándor Varga,O,2013,4,19
68205,2,Roland Kuhn,O,2013,4,19
68167,1,Viktor Klang (√),O,2013,4,20
68193,1,Viktor Klang (√),O,2013,4,20
68195,1,Viktor Klang (√),O,2013,4,20
68182,1,Patrik Nordwall,O,2013,4,22
68183,1,Patrik Nordwall,O,2013,4,22
68184,1,Patrik Nordwall,O,2013,4,22
68187,1,Endre Sándor Varga,O,2013,4,22
68188,1,Patrik Nordwall,O,2013,4,22
68190,1,Endre Sándor Varga,O,2013,4,22
68178,1,Patrik Nordwall,O,2013,4,23
68179,1,Björn Antonsson,O,2013,4,23
68180,1,Patrik Nordwall,O,2013,4,23
68181,1,Björn Antonsson,O,2013,4,23
68173,1,Roland Kuhn,O,2013,4,24
68174,1,Endre Sándor Varga,O,2013,4,24
68176,2,Björn Antonsson,O,2013,4,24
68166,1,Björn Antonsson,O,2013,4,25
68169,1,Patrik Nordwall,O,2013,4,25
68170,1,Endre Sándor Varga,O,2013,4,25
68171,2,Endre Sándor Varga,O,2013,4,25
68172,2,Endre Sándor Varga,O,2013,4,25
92229,8,drewhk,M,2013,4,25
68163,2,Björn Antonsson,O,2013,4,26
68164,1,Endre Sándor Varga,O,2013,4,26
68165,1,Björn Antonsson,O,2013,4,26
92395,9,Endre Sándor Varga,M,2013,4,26
68155,1,Patrik Nordwall,O,2013,4,27
68152,1,Patrik Nordwall,O,2013,4,28
68154,1,Patrik Nordwall,O,2013,4,28
68156,1,Patrik Nordwall,O,2013,4,28
68158,1,Patrik Nordwall,O,2013,4,28
68162,5,Patrik Nordwall,O,2013,4,28
68143,1,Björn Antonsson,O,2013,4,29
68145,1,Roland Kuhn,O,2013,4,29
68146,1,Roland Kuhn,O,2013,4,29
92208,15,Viktor Klang (√),M,2013,4,29
68142,1,Patrik Nordwall,O,2013,4,30
92347,28,Roland Kuhn,M,2013,4,30
92371,40,Patrik Nordwall,M,2013,4,30
92390,14,Björn Antonsson,M,2013,4,30
68130,1,Roland Kuhn,O,2013,5,2
68132,1,Roland Kuhn,O,2013,5,2
68134,1,Roland Kuhn,O,2013,5,2
68135,1,Björn Antonsson,O,2013,5,2
68128,1,Roland Kuhn,O,2013,5,3
68126,1,Patrik Nordwall,O,2013,5,4
68118,1,Endre Sándor Varga,O,2013,5,6
68120,1,Björn Antonsson,O,2013,5,6
68121,1,Endre Sándor Varga,O,2013,5,6
68103,1,Roland Kuhn,O,2013,5,7
68104,1,Roland Kuhn,O,2013,5,7
68106,1,Roland Kuhn,O,2013,5,7
68107,1,Björn Antonsson,O,2013,5,7
68108,1,Roland Kuhn,O,2013,5,7
68111,2,drewhk,O,2013,5,7
68113,1,Endre Sándor Varga,O,2013,5,7
68074,1,Patrik Nordwall,O,2013,5,8
68091,1,Patrik Nordwall,O,2013,5,8
68097,1,Roland Kuhn,O,2013,5,8
68098,1,Roland Kuhn,O,2013,5,8
68100,2,Patrik Nordwall,O,2013,5,8
68101,1,Roland Kuhn,O,2013,5,8
68115,4,Mathias,O,2013,5,8
92418,6,Mathias,M,2013,5,8
68080,1,Patrik Nordwall,O,2013,5,9
68082,1,Endre Sándor Varga,O,2013,5,9
68084,1,Viktor Klang (√),O,2013,5,9
68085,1,Viktor Klang (√),O,2013,5,9
68086,1,Patrik Nordwall,O,2013,5,9
68088,1,Roland Kuhn,O,2013,5,9
68090,1,Roland Kuhn,O,2013,5,9
68093,1,Patrik Nordwall,O,2013,5,9
68094,1,Viktor Klang (√),O,2013,5,9
68096,1,Patrik Nordwall,O,2013,5,9
68076,1,Endre Sándor Varga,O,2013,5,10
68078,1,Endre Sándor Varga,O,2013,5,10
68072,2,Endre Sándor Varga,O,2013,5,11
68071,1,Björn Antonsson,O,2013,5,12
68068,1,Endre Sándor Varga,O,2013,5,13
68069,1,Viktor Klang (√),O,2013,5,13
68060,1,Björn Antonsson,O,2013,5,14
68062,1,Patrik Nordwall,O,2013,5,14
68066,1,Endre Sándor Varga,O,2013,5,14
68059,1,Patrik Nordwall,O,2013,5,15
68063,2,Roland Kuhn,O,2013,5,15
68051,1,Björn Antonsson,O,2013,5,16
68053,1,Patrik Nordwall,O,2013,5,16
68055,1,Patrik Nordwall,O,2013,5,16
68056,1,Patrik Nordwall,O,2013,5,16
68042,1,Patrik Nordwall,O,2013,5,17
68044,3,Endre Sándor Varga,O,2013,5,17
68046,1,Björn Antonsson,O,2013,5,17
68048,1,Patrik Nordwall,O,2013,5,17
68049,1,Patrik Nordwall,O,2013,5,17
68031,1,Viktor Klang (√),O,2013,5,20
68032,1,Viktor Klang (√),O,2013,5,20
68034,1,Viktor Klang (√),O,2013,5,20
68035,1,Viktor Klang (√),O,2013,5,20
68036,1,Viktor Klang (√),O,2013,5,20
68039,1,Björn Antonsson,O,2013,5,20
68040,2,Jonas Bonér,O,2013,5,20
68027,1,Patrik Nordwall,O,2013,5,21
68029,1,Patrik Nordwall,O,2013,5,21
92270,1,Jonas Bonér,M,2013,5,21
68015,1,Björn Antonsson,O,2013,5,22
68016,1,Patrik Nordwall,O,2013,5,22
68017,1,Patrik Nordwall,O,2013,5,22
68018,2,Björn Antonsson,O,2013,5,22
68019,1,Patrik Nordwall,O,2013,5,22
68021,1,Roland Kuhn,O,2013,5,22
68022,1,Patrik Nordwall,O,2013,5,22
68024,1,Viktor Klang (√),O,2013,5,22
68026,2,Roland Kuhn,O,2013,5,22
68000,1,Viktor Klang (√),O,2013,5,23
68009,1,Patrik Nordwall,O,2013,5,23
68010,1,Patrik Nordwall,O,2013,5,23
68011,1,Patrik Nordwall,O,2013,5,23
68012,1,Endre Sándor Varga,O,2013,5,23
68013,1,Patrik Nordwall,O,2013,5,23
68014,1,Patrik Nordwall,O,2013,5,23
68003,1,Viktor Klang (√),O,2013,5,24
68004,1,Björn Antonsson,O,2013,5,24
68005,1,Patrik Nordwall,O,2013,5,24
68006,1,Patrik Nordwall,O,2013,5,24
68007,1,Endre Sándor Varga,O,2013,5,24
68008,1,Patrik Nordwall,O,2013,5,24
92230,8,drewhk,M,2013,5,24
92396,9,Endre Sándor Varga,M,2013,5,24
67989,1,Patrik Nordwall,O,2013,5,27
67995,1,Roland Kuhn,O,2013,5,27
67996,1,Patrik Nordwall,O,2013,5,27
67997,1,Roland Kuhn,O,2013,5,27
67998,1,Roland Kuhn,O,2013,5,27
67999,1,Patrik Nordwall,O,2013,5,27
68002,6,Roland Kuhn,O,2013,5,27
67984,1,Patrik Nordwall,O,2013,5,28
67985,1,Patrik Nordwall,O,2013,5,28
67986,1,Patrik Nordwall,O,2013,5,28
67990,1,Viktor Klang (√),O,2013,5,28
67991,1,Patrik Nordwall,O,2013,5,28
67994,1,Patrik Nordwall,O,2013,5,28
68001,2,Roland Kuhn,O,2013,5,28
67971,1,Patrik Nordwall,O,2013,5,29
67973,1,Björn Antonsson,O,2013,5,29
67974,1,Björn Antonsson,O,2013,5,29
67975,1,Patrik Nordwall,O,2013,5,29
67976,1,Patrik Nordwall,O,2013,5,29
67978,2,Roland Kuhn,O,2013,5,29
67980,1,Patrik Nordwall,O,2013,5,29
67982,1,Patrik Nordwall,O,2013,5,29
92391,27,Björn Antonsson,M,2013,5,29
67656,1,Viktor Klang (√),O,2013,5,30
67951,1,Patrik Nordwall,O,2013,5,30
67953,1,Patrik Nordwall,O,2013,5,30
67955,1,Björn Antonsson,O,2013,5,30
67956,1,Björn Antonsson,O,2013,5,30
67958,1,Patrik Nordwall,O,2013,5,30
67960,1,Roland Kuhn,O,2013,5,30
67962,1,Björn Antonsson,O,2013,5,30
67964,1,Björn Antonsson,O,2013,5,30
67966,1,Roland Kuhn,O,2013,5,30
67968,1,Roland Kuhn,O,2013,5,30
67970,1,Björn Antonsson,O,2013,5,30
92209,17,Viktor Klang (√),M,2013,5,30
92348,37,Roland Kuhn,M,2013,5,30
67931,1,Björn Antonsson,O,2013,5,31
67947,1,Patrik Nordwall,O,2013,5,31
67948,1,Patrik Nordwall,O,2013,5,31
67950,1,Björn Antonsson,O,2013,5,31
92372,60,Patrik Nordwall,M,2013,5,31
67939,1,Roland Kuhn,O,2013,6,2
67940,1,Roland Kuhn,O,2013,6,2
67943,1,Roland Kuhn,O,2013,6,2
67932,1,Viktor Klang (√),O,2013,6,3
67936,1,Endre Sándor Varga,O,2013,6,3
67944,3,Roland Kuhn,O,2013,6,3
92373,12,Patrik Nordwall,M,2013,6,3
67928,1,Roland Kuhn,O,2013,6,5
67929,1,Roland Kuhn,O,2013,6,5
67927,1,Viktor Klang (√),O,2013,6,7
67924,1,Björn Antonsson,O,2013,6,13
67920,1,Viktor Klang (√),O,2013,6,14
92419,2,Mathias,M,2013,6,14
67914,1,Patrik Nordwall,O,2013,6,15
67916,4,Viktor Klang (√),O,2013,6,15
67918,1,Viktor Klang (√),O,2013,6,15
67903,1,Viktor Klang (√),O,2013,6,18
67905,1,Viktor Klang (√),O,2013,6,18
67907,1,Patrik Nordwall,O,2013,6,18
67908,1,Patrik Nordwall,O,2013,6,18
67910,1,Patrik Nordwall,O,2013,6,18
67890,1,Endre Sándor Varga,O,2013,6,19
67894,1,Viktor Klang (√),O,2013,6,19
67897,1,Patrik Nordwall,O,2013,6,19
67900,1,Mathias,O,2013,6,19
67922,2,Mathias,O,2013,6,19
92397,3,Endre Sándor Varga,M,2013,6,19
67884,1,Roland Kuhn,O,2013,6,20
67886,1,Björn Antonsson,O,2013,6,20
67901,2,Roland Kuhn,O,2013,6,20
92392,7,Björn Antonsson,M,2013,6,20
67881,1,Roland Kuhn,O,2013,6,21
67864,1,Viktor Klang (√),O,2013,6,23
67882,2,Endre Sándor Varga,O,2013,6,23
67888,3,Peter Vlugter,O,2013,6,23
67855,1,Endre Sándor Varga,O,2013,6,24
67856,1,Patrik Nordwall,O,2013,6,24
67859,1,Roland Kuhn,O,2013,6,24
67861,1,Endre Sándor Varga,O,2013,6,24
67863,1,Patrik Nordwall,O,2013,6,24
67845,1,Patrik Nordwall,O,2013,6,25
67846,1,Patrik Nordwall,O,2013,6,25
67849,1,Endre Sándor Varga,O,2013,6,25
67850,1,Roland Kuhn,O,2013,6,25
67852,1,Viktor Klang (√),O,2013,6,25
92231,6,drewhk,M,2013,6,25
67840,1,Viktor Klang (√),O,2013,6,26
67841,1,Viktor Klang (√),O,2013,6,26
67843,2,Viktor Klang (√),O,2013,6,26
80328,3,Viktor Klang (√),O,2013,6,26
92349,36,Roland Kuhn,M,2013,6,26
67654,1,Viktor Klang (√),O,2013,6,27
67788,42,Viktor Klang (√),O,2013,6,27
67832,1,Viktor Klang (√),O,2013,6,27
67834,1,Patrik Nordwall,O,2013,6,27
67836,1,Patrik Nordwall,O,2013,6,27
67838,2,Endre Sándor Varga,O,2013,6,27
92210,4,Viktor Klang (√),M,2013,6,27
67821,1,Patrik Nordwall,O,2013,7,1
67823,1,Patrik Nordwall,O,2013,7,1
67825,1,Patrik Nordwall,O,2013,7,1
67827,1,Endre Sándor Varga,O,2013,7,1
67828,1,Patrik Nordwall,O,2013,7,1
67830,1,Endre Sándor Varga,O,2013,7,1
80182,1,Patrik Nordwall,O,2013,7,1
80197,1,Endre Sándor Varga,O,2013,7,1
80205,1,Patrik Nordwall,O,2013,7,1
80209,1,Patrik Nordwall,O,2013,7,1
80246,1,Endre Sándor Varga,O,2013,7,1
92374,9,Patrik Nordwall,M,2013,7,1
80183,1,Endre Sándor Varga,O,2013,7,2
80214,1,Endre Sándor Varga,O,2013,7,2
80219,1,Patrik Nordwall,O,2013,7,2
80222,1,Endre Sándor Varga,O,2013,7,3
80229,1,Patrik Nordwall,O,2013,7,4
80245,1,Patrik Nordwall,O,2013,7,4
80250,1,Patrik Nordwall,O,2013,7,4
80261,1,Patrik Nordwall,O,2013,7,4
80268,1,Patrik Nordwall,O,2013,7,4
80270,1,Patrik Nordwall,O,2013,7,4
92232,2,drewhk,M,2013,7,4
80272,2,Patrik Nordwall,O,2013,7,5
80273,1,Roland Kuhn,O,2013,7,5
80279,1,Patrik Nordwall,O,2013,7,7
80287,3,Roland Kuhn,O,2013,7,7
81567,1,Roland Kuhn,O,2013,7,7
80289,2,Patrik Nordwall,O,2013,7,8
80317,1,Roland Kuhn,O,2013,7,8
80320,1,Roland Kuhn,O,2013,7,8
80324,1,Roland Kuhn,O,2013,7,8
80327,1,Patrik Nordwall,O,2013,7,8
80326,1,Endre Sándor Varga,O,2013,7,9
92350,34,Roland Kuhn,M,2013,7,9
67747,1,Endre Sándor Varga,O,2013,7,15
67760,1,Endre Sándor Varga,O,2013,7,15
80329,1,Endre Sándor Varga,O,2013,7,15
80330,1,Endre Sándor Varga,O,2013,7,15
67800,2,Viktor Klang (√),O,2013,7,23
67814,2,Viktor Klang (√),O,2013,7,23
92211,1,Viktor Klang (√),M,2013,7,23
67651,1,Endre Sándor Varga,O,2013,7,24
67748,1,Endre Sándor Varga,O,2013,7,24
67761,1,Endre Sándor Varga,O,2013,7,24
67810,1,Endre Sándor Varga,O,2013,7,24
67811,1,Endre Sándor Varga,O,2013,7,24
92398,10,Endre Sándor Varga,M,2013,7,24
92212,1,Viktor Klang (√),M,2013,8,7
92271,1,Jonas Bonér,M,2013,8,7
67797,1,Roland Kuhn,O,2013,8,12
67799,1,Roland Kuhn,O,2013,8,12
67751,1,Patrik Nordwall,O,2013,8,16
67755,1,Patrik Nordwall,O,2013,8,16
67756,1,Patrik Nordwall,O,2013,8,16
67758,1,Patrik Nordwall,O,2013,8,16
67773,1,Patrik Nordwall,O,2013,8,16
67775,1,Patrik Nordwall,O,2013,8,16
67777,1,Patrik Nordwall,O,2013,8,16
67779,1,Patrik Nordwall,O,2013,8,16
67781,1,Patrik Nordwall,O,2013,8,16
67749,1,Björn Antonsson,O,2013,8,19
67752,1,Endre Sándor Varga,O,2013,8,19
67765,3,Patrik Nordwall,O,2013,8,19
67767,1,Björn Antonsson,O,2013,8,19
67769,1,Endre Sándor Varga,O,2013,8,19
67771,1,Björn Antonsson,O,2013,8,19
92415,1,Martin Krasser,M,2013,8,19
67742,1,Patrik Nordwall,O,2013,8,20
67750,1,Patrik Nordwall,O,2013,8,20
67753,1,Patrik Nordwall,O,2013,8,20
67754,1,Patrik Nordwall,O,2013,8,20
67723,1,Björn Antonsson,O,2013,8,22
67726,1,Patrik Nordwall,O,2013,8,22
67743,1,Patrik Nordwall,O,2013,8,22
67746,1,Björn Antonsson,O,2013,8,22
92233,13,drewhk,M,2013,8,22
67722,1,Endre Sándor Varga,O,2013,8,23
67724,1,Björn Antonsson,O,2013,8,23
67727,1,Johannes Rudolph,O,2013,8,23
67738,1,Johannes Rudolph,O,2013,8,23
67739,1,Endre Sándor Varga,O,2013,8,23
67741,1,Björn Antonsson,O,2013,8,23
92302,1,Johannes Rudolph,M,2013,8,23
92399,3,Endre Sándor Varga,M,2013,8,23
67728,1,Patrik Nordwall,O,2013,8,25
67735,1,Patrik Nordwall,O,2013,8,25
67721,1,Björn Antonsson,O,2013,8,26
67725,1,Endre Sándor Varga,O,2013,8,26
67731,1,Endre Sándor Varga,O,2013,8,26
67732,2,Patrik Nordwall,O,2013,8,26
67733,1,Björn Antonsson,O,2013,8,26
67734,1,Patrik Nordwall,O,2013,8,26
67744,4,Patrik Nordwall,O,2013,8,26
67703,1,Patrik Nordwall,O,2013,8,27
67717,1,Endre Sándor Varga,O,2013,8,27
67719,1,Endre Sándor Varga,O,2013,8,27
67720,1,Patrik Nordwall,O,2013,8,27
92393,10,Björn Antonsson,M,2013,8,27
67714,1,Patrik Nordwall,O,2013,8,28
67715,1,Patrik Nordwall,O,2013,8,28
67716,1,Patrik Nordwall,O,2013,8,28
67718,1,Endre Sándor Varga,O,2013,8,28
92375,29,Patrik Nordwall,M,2013,8,28
92351,10,Roland Kuhn,M,2013,8,29
67690,1,Björn Antonsson,O,2013,9,2
67694,1,Björn Antonsson,O,2013,9,2
67695,1,Björn Antonsson,O,2013,9,2
67699,1,Björn Antonsson,O,2013,9,2
67712,2,Björn Antonsson,O,2013,9,2
67692,1,Patrik Nordwall,O,2013,9,4
67697,1,Patrik Nordwall,O,2013,9,4
67648,3,Mathias,O,2013,9,5
67649,1,Endre Sándor Varga,O,2013,9,5
92420,2,Mathias,M,2013,9,5
67682,1,Patrik Nordwall,O,2013,9,9
67685,1,Patrik Nordwall,O,2013,9,9
67686,1,Patrik Nordwall,O,2013,9,9
67644,1,Patrik Nordwall,O,2013,9,10
67670,1,Patrik Nordwall,O,2013,9,10
67673,1,Patrik Nordwall,O,2013,9,10
67675,1,Patrik Nordwall,O,2013,9,10
67680,1,Björn Antonsson,O,2013,9,10
67642,2,Patrik Nordwall,O,2013,9,11
67668,1,Patrik Nordwall,O,2013,9,11
67671,1,Björn Antonsson,O,2013,9,11
67672,1,Patrik Nordwall,O,2013,9,11
67640,1,Johannes Rudolph,O,2013,9,12
67663,1,Patrik Nordwall,O,2013,9,12
67637,2,Björn Antonsson,O,2013,9,13
